,Actual,RF,KNN,LR,Logistic Regression,Random Forest
42163,1,0,0.3333333333333333,0,0.4728052796102901,0.31107790151713755
30259,0,0,1.0,0,0.2732636814558207,0.252087192535607
21286,0,0,0.0,0,0.08289295026675633,0.04857655420073074
44912,1,1,1.0,1,0.9638654726146529,0.7662363745907916
37495,0,0,0.0,0,0.3097650886189572,0.1211754808321806
7852,0,0,0.0,0,0.030142279455981993,0.04511672152833369
29579,0,0,0.0,0,0.04476353682694893,0.05546656386812934
43565,1,0,0.0,0,0.07248738382222317,0.2551634824642216
35449,0,0,0.0,0,0.04891437578462147,0.034614070585130226
18899,0,0,0.0,0,0.10316807885585808,0.08639200025123397
41638,1,0,0.3333333333333333,0,0.15600788136330693,0.49057765027135314
29621,0,0,0.3333333333333333,0,0.14082929501561228,0.0992409280136345
30896,0,0,0.0,0,0.06895691822988467,0.07206223562022485
24851,0,0,0.0,0,0.019572110218274555,0.03888329308827062
5504,0,0,0.0,0,0.024267343466644442,0.02703701735641501
40611,1,0,0.0,0,0.11434703083698193,0.18618941905469855
12441,0,0,0.0,0,0.05039845149240908,0.04589022898603926
34407,0,0,0.0,0,0.014100697158064722,0.029851045988827256
44217,0,0,0.3333333333333333,0,0.060730156117932865,0.047979086066159866
14576,0,0,0.0,0,0.019921501522086504,0.022836488481033146
43738,0,0,0.3333333333333333,0,0.08800536640701485,0.25837496914285313
19638,0,0,0.0,0,0.11398985274873352,0.07908863675395059
23050,0,0,0.0,0,0.022162104842166602,0.026468861111682552
3488,0,0,0.3333333333333333,0,0.03946977062251073,0.049563332704071775
30227,0,0,0.0,0,0.03697909060097644,0.05573155129828353
41018,0,0,0.0,0,0.06363000500993127,0.09755812197723916
28068,0,0,0.0,0,0.07775724756853326,0.03681898060023303
14487,0,0,0.0,0,0.03209124354916514,0.03360563789269135
29840,0,0,0.0,0,0.04803618367440935,0.07200026240080414
672,0,0,0.3333333333333333,0,0.03765278327641318,0.030601870486049076
8147,0,0,0.0,0,0.2021471356744543,0.3026170575913715
40107,0,0,0.0,0,0.027143361054683738,0.05516758561002349
42296,1,1,1.0,1,0.5522231300577769,0.652746458126513
21664,0,0,0.0,0,0.013969904326120575,0.02332645386076173
21013,0,0,0.0,0,0.02292999689729408,0.048030627134552285
33741,0,0,0.3333333333333333,0,0.10260329904506753,0.263682622798835
41864,0,0,0.0,0,0.06849148324539116,0.3790330589749576
39189,0,0,0.0,0,0.02041420734050495,0.022862428065055968
26744,0,0,0.0,0,0.03878922104192727,0.06166912106814425
3154,0,0,0.0,0,0.035695801396421985,0.03874095418850316
36399,0,0,0.0,0,0.0379048073962654,0.02312549104935435
17831,0,0,0.0,0,0.21700431971398118,0.12153169186392009
4449,0,0,0.0,0,0.017725723960984985,0.0227239361003201
7672,0,0,0.0,0,0.04480473521745317,0.035256585523029876
29162,0,0,0.0,0,0.03080582792910086,0.03295370657193816
28108,0,0,0.0,1,0.560043682010637,0.4110996068046539
29760,0,0,0.0,0,0.02381527839013115,0.03351217030237602
37231,0,0,0.0,0,0.042001207339622294,0.03647308340420178
5864,0,0,0.0,0,0.026139411625493266,0.02125899679709398
29830,0,0,0.0,0,0.08850030457769736,0.0535866588197988
23615,0,0,0.0,0,0.013698405462090956,0.0537165198326923
12257,0,0,0.0,0,0.06524551964877755,0.04698562646739656
1278,0,0,0.0,0,0.02310832374166684,0.023416047480530094
29569,0,0,0.3333333333333333,0,0.1718596002681844,0.127741673599864
42725,0,0,0.3333333333333333,0,0.11878863779681824,0.1023091763837888
33479,1,1,1.0,1,0.8323371090391116,0.5458147563692379
38062,0,0,0.0,0,0.03784857050840987,0.033623824436663646
29650,0,0,0.3333333333333333,0,0.14868038897722244,0.28738463813688037
5893,0,0,0.0,0,0.01694932072255556,0.02346648810867141
13150,0,0,0.0,0,0.17689094362109603,0.09863780761397865
3714,1,0,0.3333333333333333,1,0.5181352965957747,0.41980541859101145
39216,0,0,0.0,0,0.11493521495646157,0.07338656978880816
35707,0,0,0.0,0,0.022648172179910345,0.02873171647584415
31302,0,0,0.0,0,0.06828329656680816,0.0681811897267871
43171,0,0,0.0,0,0.039934980650537626,0.1671788582863413
34292,0,0,0.0,0,0.01781861809413765,0.02477133133474694
18956,1,0,0.6666666666666666,1,0.9635627308049675,0.47495463447665287
20268,1,0,0.3333333333333333,0,0.25382372988533974,0.36073879822891636
5707,0,0,0.3333333333333333,0,0.058246995769449236,0.052134029241886926
19205,1,0,0.0,0,0.1868835220209019,0.2809489055250233
4303,0,0,0.0,0,0.05919645557450266,0.058885798563836717
7680,0,0,0.0,0,0.01986398080265116,0.02624927637144929
25193,0,0,0.0,0,0.017109527275944367,0.024518213228712737
38867,0,0,0.0,0,0.030439073529784373,0.046367574471840485
6133,0,0,0.0,0,0.026182493129264,0.03268610777137825
6293,0,0,0.0,0,0.029875113179897113,0.02832426462373598
24889,0,0,0.3333333333333333,0,0.05760161094583449,0.040855229703066105
21798,0,0,0.6666666666666666,0,0.2339753990943846,0.30025140142171436
15521,0,0,0.0,0,0.06176018967549997,0.04378319066131898
32012,0,0,0.0,0,0.021570532392101365,0.04568835370059129
40497,1,0,0.0,0,0.12286231756304343,0.06295692976112975
7781,0,0,0.0,0,0.029737813441091457,0.024351462673716514
17437,0,0,0.0,0,0.025260082181629187,0.0233876871006037
10163,0,0,0.0,0,0.021200690832216595,0.02906008534144518
11838,1,0,1.0,1,0.9304207984165851,0.4748998467100099
27138,0,0,0.0,0,0.030811633547073693,0.024588266326787872
2059,0,0,0.0,0,0.012791170094254262,0.021470611958955114
44621,0,0,0.3333333333333333,0,0.07643195871684243,0.2419852664232932
17700,0,0,0.0,0,0.08959060542568896,0.05388971258691799
2710,0,0,0.0,0,0.030811500152285606,0.032625394757072074
13738,0,0,0.0,0,0.07198031788832926,0.05803880858836188
22954,0,0,0.3333333333333333,0,0.09962483104527498,0.06887272646496051
7911,0,0,0.0,0,0.026022529004363602,0.032123296900944245
42805,0,1,1.0,0,0.4172726123611685,0.5070824054178774
28491,0,0,0.0,0,0.07839528031693123,0.056277699876649157
8375,0,0,0.0,0,0.06759051576687865,0.047996670789720815
36912,0,0,0.0,0,0.153257613358121,0.09720217081622495
11658,0,0,0.0,0,0.014129669464787825,0.02108420266806716
24167,0,0,0.3333333333333333,0,0.10413817745715266,0.06653411321880201
14518,0,0,0.3333333333333333,0,0.09568190798488314,0.17444947486448262
20798,0,0,0.0,0,0.08410612994059734,0.05303986924607518
38902,0,0,0.0,0,0.042648916344031944,0.04535694056372679
34431,0,1,0.3333333333333333,1,0.631705938603375,0.5612219419680866
18552,0,0,0.0,0,0.04236378710157604,0.048314350968516835
16250,0,0,0.0,0,0.0543044050936072,0.042561242357504615
28994,1,0,0.0,0,0.2985334404444266,0.31876766820721425
35155,0,0,0.0,0,0.02654561528605478,0.03292817292901518
34557,0,0,0.0,0,0.1724302092990889,0.3075391859921757
39914,0,0,0.6666666666666666,0,0.08991740209160805,0.09959225145504162
32237,0,0,0.0,0,0.060210978789938134,0.07360139365053484
10264,0,0,0.0,0,0.06967041687053385,0.0518142804303259
6178,0,0,0.3333333333333333,0,0.10070209294570028,0.1652926966875614
8578,0,0,0.0,0,0.018685336444143122,0.033550295705737865
36388,0,0,0.0,0,0.03713650033810796,0.031630547918193634
22872,0,0,0.0,0,0.03710970683139101,0.030681088327728652
34256,0,0,0.0,0,0.017749130297941673,0.03588553308660179
21489,0,0,0.0,0,0.09332695349165876,0.047544814197783676
44525,0,0,0.6666666666666666,0,0.05051726443710101,0.058703074219938284
10962,0,0,0.0,0,0.07549304005285702,0.043407872006502354
31267,0,0,0.0,0,0.04969689046999289,0.05598065613424037
30589,0,0,0.0,0,0.025625035038242115,0.03235722760770373
13177,1,0,0.6666666666666666,0,0.348824484013538,0.3795981152154927
15789,0,0,0.0,0,0.053937536478104266,0.04064788521004621
21089,0,0,0.0,0,0.06188693894858713,0.04152032336425808
28877,0,0,0.0,0,0.05976016597412731,0.05316379283454688
16810,0,0,0.0,0,0.039782893529269364,0.047533677867489965
27644,0,0,0.0,0,0.06294794364122226,0.0484769821112538
10430,0,0,0.0,0,0.1745256236316802,0.09754781476347299
23409,0,0,0.0,0,0.06224746137408303,0.04689346664686286
26378,0,0,0.0,0,0.026044031729064495,0.026012372527818354
20915,0,0,0.0,0,0.05394324049665628,0.05666084510038196
1444,0,0,0.0,0,0.008923525354843354,0.020107563787043464
27656,0,0,0.0,0,0.026569888700698378,0.043447848393283216
41178,0,0,0.0,0,0.07073373588234946,0.04202954672696482
13995,0,0,0.0,0,0.02561505373894023,0.025077775571545658
20580,0,0,0.0,0,0.04266937399767411,0.04758351404505725
7989,0,0,0.0,0,0.028942405229636262,0.029313992698886366
6493,0,0,0.0,0,0.04537338573749524,0.03812649503225254
17649,0,0,0.0,0,0.13184044926633356,0.09349786663527028
33375,0,0,0.0,0,0.014118019224643865,0.04178744265942092
32614,0,0,0.0,0,0.029225809161291534,0.0438679922007341
30999,0,0,0.0,0,0.011696566699720738,0.023921437861656684
10742,0,0,0.0,0,0.04955159239365095,0.05013245076170895
4729,0,0,0.0,0,0.012436852694740898,0.02494647124436998
2185,0,0,0.6666666666666666,0,0.4377279142567776,0.44332368455284343
5055,1,0,1.0,1,0.9507388582523466,0.45195581346066516
36331,0,0,0.0,0,0.03262796351303723,0.033597219610342635
16594,0,0,0.0,0,0.11909869116279134,0.06785769484479227
22825,0,0,0.0,0,0.01273014474208998,0.02423064735780523
28063,0,0,0.0,0,0.07221596749373757,0.0910863203919607
15971,0,0,0.0,0,0.20250561321774058,0.1134468360699227
11619,1,0,0.0,0,0.28272876212147824,0.34075723395679236
32076,1,0,0.3333333333333333,0,0.05926396598858844,0.18716501603302493
21920,0,0,0.0,0,0.04563452313970775,0.036877623190862074
39808,0,0,0.0,0,0.06005137701887462,0.0605954137803916
9736,0,0,0.0,0,0.28519826217188177,0.21970069675179635
21431,0,0,0.0,1,0.5546911259181202,0.4587525606453932
39423,0,0,0.3333333333333333,0,0.16434203554380677,0.11666780786274264
38448,0,0,0.0,0,0.013158218521255606,0.031070906611381795
26079,0,0,0.0,0,0.09017253976337436,0.07524744076442827
5726,0,0,0.0,0,0.031525818702453835,0.025913803564453688
37765,0,0,0.0,0,0.08836339739199563,0.15190715274403746
24693,0,0,0.0,0,0.018944713555048974,0.02403371225400709
9687,0,0,0.0,0,0.010809977697979081,0.031695915751348586
13745,0,0,0.0,0,0.11901926481900957,0.09869348079226309
24671,0,0,0.3333333333333333,0,0.11056455096019989,0.17890497415041715
18356,0,0,0.0,0,0.19556245688411658,0.12251491529915053
34760,0,0,0.0,0,0.025226776847661513,0.026712119605509007
21112,0,0,0.0,0,0.136465630036868,0.10455989587786187
37854,0,0,0.0,0,0.03587371582117044,0.030541023369760858
15953,0,0,0.0,0,0.02792109567725346,0.028078227375612167
9621,0,0,0.0,0,0.08424781453261182,0.05097941434213384
12733,0,0,0.0,0,0.05838916505287194,0.05136409885971916
32261,0,0,0.0,0,0.07040152765458961,0.07576374099030694
3243,0,0,0.0,0,0.01553965511929887,0.02478404208972066
39219,0,0,0.3333333333333333,0,0.05147006704818025,0.057946486291873614
17128,0,0,0.0,0,0.008068997270612766,0.025608824776593472
23738,0,0,0.0,0,0.03174685459199669,0.03598406999297024
27782,0,0,0.0,0,0.020599947946815807,0.024382346015163578
38612,0,0,0.0,0,0.1216392884512672,0.05442213885460717
33245,0,0,0.3333333333333333,0,0.2665826759856098,0.23603048907455773
31249,0,0,0.3333333333333333,0,0.05597224236629712,0.14209975557268548
11483,0,0,0.0,0,0.05608437313799654,0.042868176898289194
1388,0,0,0.0,0,0.06938055717248458,0.06515416100742732
28728,1,0,0.3333333333333333,0,0.45393078696024547,0.4116690538075252
25508,0,0,0.0,0,0.046133375112536706,0.04389408276056579
29382,0,0,0.3333333333333333,0,0.2266666269791141,0.41494430787468856
43774,0,0,0.3333333333333333,0,0.07996649641294915,0.13295604718320256
9902,0,0,0.0,0,0.04991451056842329,0.04599713624574178
16675,0,0,0.0,0,0.051619018955594384,0.04327538071512416
20042,1,1,0.6666666666666666,1,0.8435518729367232,0.5335873929265114
32610,0,0,0.3333333333333333,0,0.14461733140381397,0.10646967112850018
16780,0,0,0.0,0,0.02728412242390801,0.04420337316237158
2110,0,0,0.0,0,0.010619792590560206,0.027086025166122407
14064,0,0,0.0,0,0.11164573648614531,0.07012967172918413
